species,code,lu,ref_to,Flor_P1_b,Flor_P1_l,Flor_P1_u,Flor_P2_b,Flor_P2_l,Flor_P2_u,Flor_P3_b,Flor_P3_l,Flor_P3_u,Nest_P1_b,Nest_P1_l,Nest_P1_u,Nest_per_ha
1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,NA,7.851851852,6.076747024,9.62695668,7.851851852,6.076747024,9.62695668,7.851851852,6.076747024,9.62695668,0.518518519,0.473543058,0.563493979,9.990125185
1,2,2,NA,11.09090909,8.95687241,13.22494577,11.09090909,8.95687241,13.22494577,11.09090909,8.95687241,13.22494577,0.346153846,0.229402961,0.462904732,6.669231923
1,3,3,NA,3.882352941,2.810097085,4.954608797,3.882352941,2.810097085,4.954608797,3.882352941,2.810097085,4.954608797,0.367741935,0.309728218,0.425755653,7.085162516
1,4,4,NA,12,10.88230181,13.11769819,12,10.88230181,13.11769819,12,10.88230181,13.11769819,0.615789474,0.559090323,0.672488625,11.86421258
1,5,5,NA,11.04761905,9.690685062,12.40455303,11.04761905,9.690685062,12.40455303,11.04761905,9.690685062,12.40455303,0.660606061,0.593831257,0.727380865,12.72767897
1,6,6,NA,12.13793103,10.69954113,13.57632094,12.13793103,10.69954113,13.57632094,12.13793103,10.69954113,13.57632094,0.557142857,0.474687161,0.639598553,10.73428757
1,7,7,NA,17.62162162,16.76328792,18.47995532,17.62162162,16.76328792,18.47995532,17.62162162,16.76328792,18.47995532,0.775,0.752671196,0.797328804,14.93166925
1,8,8,NA,8.592592593,6.594628631,10.59055655,8.592592593,6.594628631,10.59055655,8.592592593,6.594628631,10.59055655,0.44137931,0.370296403,0.512462218,8.503909517
1,9,9,NA,17.18518519,16.09303935,18.27733102,17.18518519,16.09303935,18.27733102,17.18518519,16.09303935,18.27733102,0.38,0.271809136,0.488190864,7.3213346
1,10,10,NA,5.043478261,3.815778633,6.271177889,5.043478261,3.815778633,6.271177889,5.043478261,3.815778633,6.271177889,0.32,0.206121025,0.433878975,6.1653344
1,11,11,NA,12.625,11.18325487,14.06674513,12.625,11.18325487,14.06674513,12.625,11.18325487,14.06674513,0.776470588,0.700273746,0.85266743,14.96000259
1,12,12,NA,17.14285714,16.11066152,18.17505276,17.14285714,16.11066152,18.17505276,17.14285714,16.11066152,18.17505276,0.822222222,0.784024908,0.860419536,15.84148422
1,13,13,NA,7.555555556,5.711845329,9.399265782,7.555555556,5.711845329,9.399265782,7.555555556,5.711845329,9.399265782,0.382857143,0.30174098,0.463973306,7.376382229
1,14,14,NA,4.588235294,3.480009689,5.6964609,4.588235294,3.480009689,5.6964609,4.588235294,3.480009689,5.6964609,0.24,0.174023177,0.305976823,4.6240008
1,15,15,NA,14.75,13.14643255,16.35356745,14.75,13.14643255,16.35356745,14.75,13.14643255,16.35356745,0.514285714,0.476190476,0.552380952,9.908573143
1,16,16,NA,13.8,11.83397275,15.76602725,13.8,11.83397275,15.76602725,13.8,11.83397275,15.76602725,0.361904762,0.325915345,0.397894178,6.972699619
1,17,17,NA,11.2,8.814860824,13.58513918,11.2,8.814860824,13.58513918,11.2,8.814860824,13.58513918,0.24,0.138581489,0.341418511,4.6240008
1,18,18,NA,17.03225806,16.07864903,17.9858671,17.03225806,16.07864903,17.9858671,17.03225806,16.07864903,17.9858671,0.241666667,0.145420706,0.337912628,4.656111917
1,19,19,NA,9.5,7.781750614,11.21824939,9.5,7.781750614,11.21824939,9.5,7.781750614,11.21824939,0.1,0.014514959,0.185485041,1.926667
1,20,20,NA,15.31034483,13.69062122,16.93006844,15.31034483,13.69062122,16.93006844,15.31034483,13.69062122,16.93006844,0.66,0.593712077,0.726287923,12.7160022
1,21,21,NA,15.89473684,14.30127581,17.48819788,15.89473684,14.30127581,17.48819788,15.89473684,14.30127581,17.48819788,0.662857143,0.570867008,0.754847278,12.77104983
1,22,22,NA,14.11111111,12.21416285,16.00805937,14.11111111,12.21416285,16.00805937,14.11111111,12.21416285,16.00805937,0.542857143,0.463204536,0.62250975,10.45904943
1,23,23,NA,10.46153846,9.448799094,11.47427783,10.46153846,9.448799094,11.47427783,10.46153846,9.448799094,11.47427783,0.238095238,0.141683423,0.334507053,4.587302381
1,24,24,NA,15.31428571,14.3151264,16.31344502,15.31428571,14.3151264,16.31344502,15.31428571,14.3151264,16.31344502,0.788888889,0.747677086,0.830100692,15.19926189
1,25,25,NA,18.85714286,17.77447893,19.93980678,18.85714286,17.77447893,19.93980678,18.85714286,17.77447893,19.93980678,0.909090909,0.835236015,0.982945804,17.51515455
1,26,26,NA,16,12.8,19.2,16,12.8,19.2,16,12.8,19.2,0.6,0.42,0.78,11.560002
1,27,27,NA,15.51515152,14.53041959,16.49988344,15.51515152,14.53041959,16.49988344,15.51515152,14.53041959,16.49988344,0.309090909,0.175633947,0.442547871,5.955152545
1,28,28,NA,16.82051282,15.95118234,17.68984331,16.82051282,15.95118234,17.68984331,16.82051282,15.95118234,17.68984331,0.273333333,0.16372888,0.382937787,5.266223133
1,29,29,NA,1.230769231,-0.503747131,2.965285592,1.230769231,-0.503747131,2.965285592,1.230769231,-0.503747131,2.965285592,0.1,-0.030930734,0.230930734,1.926667
1,30,30,NA,1.023255814,0.434613883,1.611897745,1.023255814,0.434613883,1.611897745,1.023255814,0.434613883,1.611897745,0.140740741,0.08600937,0.195472112,2.711605407
1,31,31,NA,11.69230769,11.1376075,12.24700789,11.69230769,11.1376075,12.24700789,11.69230769,11.1376075,12.24700789,0.223529412,0.106897764,0.340161059,4.306667412
1,32,32,NA,2.857142857,1.574288896,4.139996818,2.857142857,1.574288896,4.139996818,2.857142857,1.574288896,4.139996818,0.047619048,0.008583045,0.086655051,0.917460476
1,33,33,NA,17.33333333,16.69769161,17.96897506,17.33333333,16.69769161,17.96897506,17.33333333,16.69769161,17.96897506,0.24,0.137614656,0.342385344,4.6240008
1,34,34,NA,16.68571429,16.10760211,17.26382646,16.68571429,16.10760211,17.26382646,16.68571429,16.10760211,17.26382646,0.566666667,0.513832384,0.619500949,10.91777967
1,35,35,NA,6.857142857,3.363475116,10.3508106,6.857142857,3.363475116,10.3508106,6.857142857,3.363475116,10.3508106,0.125,0.069622508,0.180377492,2.40833375
1,36,36,NA,17.5,16.61534826,18.38465174,17.5,16.61534826,18.38465174,17.5,16.61534826,18.38465174,0.294736842,0.133600526,0.455873158,5.678597474
1,37,37,NA,15.57142857,14.36737897,16.77547818,15.57142857,14.36737897,16.77547818,15.57142857,14.36737897,16.77547818,0.236363636,0.091255825,0.381471448,4.553940182
1,38,38,NA,8.571428571,5.758585186,11.38427196,8.571428571,5.758585186,11.38427196,8.571428571,5.758585186,11.38427196,0.171428571,0.068718053,0.27413909,3.302857714
1,39,39,NA,3.428571429,2.555699868,4.30144299,3.428571429,2.555699868,4.30144299,3.428571429,2.555699868,4.30144299,0.32,0.256754447,0.383245553,6.1653344
1,40,40,NA,11.76470588,9.304324624,14.22508714,11.76470588,9.304324624,14.22508714,11.76470588,9.304324624,14.22508714,0.147826087,0.078628867,0.217023307,2.848116435
1,41,41,NA,16.25,15.39670603,17.10329397,16.25,15.39670603,17.10329397,16.25,15.39670603,17.10329397,0.4,0.271516785,0.528483215,7.706668
1,42,42,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
1,43,43,NA,6.25,3.723474058,8.776525942,6.25,3.723474058,8.776525942,6.25,3.723474058,8.776525942,0.16,0.040743041,0.279256959,3.0826672
1,44,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,45,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,46,46,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,NA,8.869565217,7.166610002,10.57252043,8.869565217,7.166610002,10.57252043,8.869565217,7.166610002,10.57252043,0.485714286,0.391385291,0.58004328,9.714285714
2,2,2,NA,12.95238095,11.57778144,14.32698046,12.95238095,11.57778144,14.32698046,12.95238095,11.57778144,14.32698046,0.63,0.546522931,0.713477069,12.6
2,3,3,NA,4.307692308,3.576593481,5.038791134,4.307692308,3.576593481,5.038791134,4.307692308,3.576593481,5.038791134,0.283333333,0.245263984,0.321402683,5.666666667
2,4,4,NA,12.375,11.40052744,13.34947256,12.375,11.40052744,13.34947256,12.375,11.40052744,13.34947256,0.537931034,0.4841343,0.591727769,10.75862069
2,5,5,NA,10.6,8.651181194,12.54881881,10.6,8.651181194,12.54881881,10.6,8.651181194,12.54881881,0.592307692,0.482810005,0.70180538,11.84615385
2,6,6,NA,12.15384615,10.98426841,13.32342389,12.15384615,10.98426841,13.32342389,12.15384615,10.98426841,13.32342389,0.630769231,0.560855626,0.700682835,12.61538462
2,7,7,NA,16.12903226,14.94672542,17.3113391,16.12903226,14.94672542,17.3113391,16.12903226,14.94672542,17.3113391,0.747058824,0.715393799,0.778723848,14.94117647
2,8,8,NA,8.571428571,7.502383604,9.640473539,8.571428571,7.502383604,9.640473539,8.571428571,7.502383604,9.640473539,0.6,0.530368938,0.669631062,12
2,9,9,NA,11.36842105,10.00044992,12.73639219,11.36842105,10.00044992,12.73639219,11.36842105,10.00044992,12.73639219,0.346666667,0.258295156,0.435038177,6.933333333
2,10,10,NA,7.75,6.723679712,8.776320288,7.75,6.723679712,8.776320288,7.75,6.723679712,8.776320288,0.314285714,0.19849887,0.430072559,6.285714286
2,11,11,NA,10.37037037,8.963370022,11.77737072,10.37037037,8.963370022,11.77737072,10.37037037,8.963370022,11.77737072,0.48,0.418441299,0.541558701,9.6
2,12,12,NA,16.91428571,16.31176998,17.51680145,16.91428571,16.31176998,17.51680145,16.91428571,16.31176998,17.51680145,0.651428571,0.577978194,0.724878949,13.02857143
2,13,13,NA,8.96,7.523956051,10.39604395,8.96,7.523956051,10.39604395,8.96,7.523956051,10.39604395,0.385185185,0.30151675,0.46885362,7.703703704
2,14,14,NA,4.516129032,3.502549953,5.529708112,4.516129032,3.502549953,5.529708112,4.516129032,3.502549953,5.529708112,0.337931034,0.232751987,0.443110082,6.75862069
2,15,15,NA,12.17391304,10.82746894,13.52035715,12.17391304,10.82746894,13.52035715,12.17391304,10.82746894,13.52035715,0.663636364,0.605156338,0.722116389,13.27272727
2,16,16,NA,9.230769231,7.521068402,10.94047006,9.230769231,7.521068402,10.94047006,9.230769231,7.521068402,10.94047006,0.457142857,0.410262134,0.50402358,9.142857143
2,17,17,NA,6,4.450806662,7.549193338,6,4.450806662,7.549193338,6,4.450806662,7.549193338,0.275,0.201807495,0.348192505,5.5
2,18,18,NA,13,12.20528059,13.79471941,13,12.20528059,13.79471941,13,12.20528059,13.79471941,0.3625,0.22974082,0.49525918,7.25
2,19,19,NA,10.4,7.870177872,12.92982213,10.4,7.870177872,12.92982213,10.4,7.870177872,12.92982213,0.36,0.296754447,0.423245553,7.2
2,20,20,NA,12.17391304,11.13197303,13.21585306,12.17391304,11.13197303,13.21585306,12.17391304,11.13197303,13.21585306,0.495652174,0.43112797,0.560176378,9.913043478
2,21,21,NA,16.125,14.76816035,17.48183965,16.125,14.76816035,17.48183965,16.125,14.76816035,17.48183965,0.569230769,0.518219027,0.620242511,11.38461538
2,22,22,NA,14,12.24023462,15.75976538,14,12.24023462,15.75976538,14,12.24023462,15.75976538,0.620689655,0.525189196,0.716190115,12.4137931
2,23,23,NA,8,8,8,8,8,8,8,8,8,0.32,0.260371521,0.379628479,6.4
2,24,24,NA,13.79310345,13.02792166,14.55828524,13.79310345,13.02792166,14.55828524,13.79310345,13.02792166,14.55828524,0.632,0.603715729,0.660284271,12.64
2,25,25,NA,15.2,12.27881303,18.12118697,15.2,12.27881303,18.12118697,15.2,12.27881303,18.12118697,0.6,0.54,0.66,12
2,26,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,27,27,NA,12.76923077,11.63604828,13.90241326,12.76923077,11.63604828,13.90241326,12.76923077,11.63604828,13.90241326,0.31,0.192213395,0.427786605,6.2
2,28,28,NA,9.161290323,7.690635223,10.63194542,9.161290323,7.690635223,10.63194542,9.161290323,7.690635223,10.63194542,0.40625,0.321496359,0.491003641,8.125
2,29,29,NA,8,4,12,8,4,12,8,4,12,0.4,0.2,0.6,8
2,30,30,NA,1.828571429,1.11378169,2.543361167,1.828571429,1.11378169,2.543361167,1.828571429,1.11378169,2.543361167,0.4,0.304794751,0.495205249,8
2,31,31,NA,12,10.17425814,13.82574186,12,10.17425814,13.82574186,12,10.17425814,13.82574186,0.230769231,0.150705154,0.310833308,4.615384615
2,32,32,NA,2.24,1.333725575,3.146274425,2.24,1.333725575,3.146274425,2.24,1.333725575,3.146274425,0.356521739,0.267255959,0.445787519,7.130434783
2,33,33,NA,16.22222222,15.00593069,17.43851375,16.22222222,15.00593069,17.43851375,16.22222222,15.00593069,17.43851375,0.413793103,0.335727107,0.4918591,8.275862069
2,34,34,NA,17.57142857,16.36737897,18.77547818,17.57142857,16.36737897,18.77547818,17.57142857,16.36737897,18.77547818,0.718518519,0.680668268,0.756368769,14.37037037
2,35,35,NA,8.8,6.385756552,11.21424345,8.8,6.385756552,11.21424345,8.8,6.385756552,11.21424345,0.4,0.293726214,0.506273786,8
2,36,36,NA,17.25,15.66359946,18.83640054,17.25,15.66359946,18.83640054,17.25,15.66359946,18.83640054,0.4,0.332063378,0.467936622,8
2,37,37,NA,8,8,8,8,8,8,8,8,8,0.428571429,0.35153854,0.505604317,8.571428571
2,38,38,NA,8,8,8,8,8,8,8,8,8,0.325,0.26523857,0.38476143,6.5
2,39,39,NA,4,4,4,4,4,4,4,4,4,0.2,0.2,0.2,4
2,40,40,NA,9.428571429,7.242931495,11.61421136,9.428571429,7.242931495,11.61421136,9.428571429,7.242931495,11.61421136,0.2,0.117192133,0.282807867,4
2,41,41,NA,13.28,12.50253975,14.05746025,13.28,12.50253975,14.05746025,13.28,12.50253975,14.05746025,0.426086957,0.35099369,0.501180223,8.52173913
2,42,42,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
2,43,43,NA,7.6,5.303464768,9.896535232,7.6,5.303464768,9.896535232,7.6,5.303464768,9.896535232,0.3,0.23827866,0.36172134,6
2,44,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,45,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,46,46,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
3,1,1,NA,16,9.6,22.4,16,9.6,22.4,16,9.6,22.4,0.6,0.42,0.78,NA
3,2,2,NA,12,6,18,12,6,18,12,6,18,0.2,0.14,0.26,NA
3,3,3,NA,4,3.2,4.8,4,3.2,4.8,4,3.2,4.8,0,0,0,NA
3,4,4,NA,12,8.4,15.6,12,8.4,15.6,12,8.4,15.6,0.6,0.42,0.78,NA
3,5,5,NA,12,6,18,12,6,18,12,6,18,0.4,0.28,0.52,NA
3,6,6,NA,12,8.4,15.6,12,8.4,15.6,12,8.4,15.6,0.6,0.36,0.84,NA
3,7,7,NA,12,7.2,16.8,12,7.2,16.8,12,7.2,16.8,0.6,0.42,0.78,NA
3,8,8,NA,12,6,18,12,6,18,12,6,18,0.2,0.14,0.26,NA
3,9,9,NA,8,6.4,9.6,8,6.4,9.6,8,6.4,9.6,0,0,0,NA
3,10,10,NA,12,9.6,14.4,12,9.6,14.4,12,9.6,14.4,0,0,0,NA
3,11,11,NA,20,16,24,20,16,24,20,16,24,0.4,0.28,0.52,NA
3,12,12,NA,16,11.2,20.8,16,11.2,20.8,16,11.2,20.8,0.4,0.24,0.56,NA
3,13,13,NA,12,9.6,14.4,12,9.6,14.4,12,9.6,14.4,0.2,0.14,0.26,NA
3,14,14,NA,12,9.6,14.4,12,9.6,14.4,12,9.6,14.4,0,0,0,NA
3,15,15,NA,12,8.4,15.6,12,8.4,15.6,12,8.4,15.6,0.4,0.24,0.56,NA
3,16,16,NA,12,8.4,15.6,12,8.4,15.6,12,8.4,15.6,0.4,0.24,0.56,NA
3,17,17,NA,16,9.6,22.4,16,9.6,22.4,16,9.6,22.4,0.6,0.36,0.84,NA
3,18,18,NA,16,9.6,22.4,16,9.6,22.4,16,9.6,22.4,0.6,0.36,0.84,NA
3,19,19,NA,12,7.2,16.8,12,7.2,16.8,12,7.2,16.8,0,0,0,NA
3,20,20,NA,20,16,24,20,16,24,20,16,24,0.4,0.24,0.56,NA
3,21,21,NA,16,12.8,19.2,16,12.8,19.2,16,12.8,19.2,0.2,0.14,0.26,NA
3,22,22,NA,16,12.8,19.2,16,12.8,19.2,16,12.8,19.2,0.2,0.14,0.26,NA
3,23,23,NA,12,8.4,15.6,12,8.4,15.6,12,8.4,15.6,0.6,0.42,0.78,NA
3,24,24,NA,16,12.8,19.2,16,12.8,19.2,16,12.8,19.2,0.4,0.28,0.52,NA
3,25,25,NA,20,14,26,20,14,26,20,14,26,0.6,0.36,0.84,NA
3,26,26,NA,16,12.8,19.2,16,12.8,19.2,16,12.8,19.2,0.4,0.2,0.6,NA
3,27,27,NA,12,7.2,16.8,12,7.2,16.8,12,7.2,16.8,0.2,0.12,0.28,NA
3,28,28,NA,0,0,0,0,0,0,0,0,0,0.4,0.2,0.6,NA
3,29,29,NA,4,3.2,4.8,4,3.2,4.8,4,3.2,4.8,0,0,0,NA
3,30,30,NA,4,3.2,4.8,4,3.2,4.8,4,3.2,4.8,0.2,0.12,0.28,NA
3,31,31,NA,12,0,24,12,0,24,12,0,24,0.2,0.1,0.3,NA
3,32,32,NA,8,4.8,11.2,8,4.8,11.2,8,4.8,11.2,0.2,0.1,0.3,NA
3,33,33,NA,16,12.8,19.2,16,12.8,19.2,16,12.8,19.2,0.2,0.1,0.3,NA
3,34,34,NA,12,8.4,15.6,12,8.4,15.6,12,8.4,15.6,0.4,0.24,0.56,NA
3,35,35,NA,8,5.6,10.4,8,5.6,10.4,8,5.6,10.4,0.4,0.2,0.6,NA
3,36,36,NA,16,12.8,19.2,16,12.8,19.2,16,12.8,19.2,0.4,0.2,0.6,NA
3,37,37,NA,0,0,0,0,0,0,0,0,0,0.4,0.2,0.6,NA
3,38,38,NA,4,2.4,5.6,4,2.4,5.6,4,2.4,5.6,0.4,0.2,0.6,NA
3,39,39,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
3,40,40,NA,8,5.6,10.4,8,5.6,10.4,8,5.6,10.4,0.2,0.1,0.3,NA
3,41,41,NA,12,8.4,15.6,12,8.4,15.6,12,8.4,15.6,0.2,0.1,0.3,NA
3,42,42,NA,4,2.4,5.6,4,2.4,5.6,4,2.4,5.6,0.2,0.1,0.3,NA
3,43,43,NA,8,4.8,11.2,8,4.8,11.2,8,4.8,11.2,0.2,0.1,0.3,NA
3,44,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,45,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,46,46,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
4,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
4,1,1,NA,16,11.2,20.8,16,11.2,20.8,16,11.2,20.8,0.6,0.42,0.78,NA
4,2,2,NA,12,6,18,12,6,18,12,6,18,0.2,0.14,0.26,NA
4,3,3,NA,4,3.2,4.8,4,3.2,4.8,4,3.2,4.8,0.2,0.14,0.26,NA
4,4,4,NA,12,8.4,15.6,12,8.4,15.6,12,8.4,15.6,0.6,0.36,0.84,NA
4,5,5,NA,12,6,18,12,6,18,12,6,18,0.6,0.36,0.84,NA
4,6,6,NA,8,5.6,10.4,8,5.6,10.4,8,5.6,10.4,0.4,0.28,0.52,NA
4,7,7,NA,12,7.2,16.8,12,7.2,16.8,12,7.2,16.8,0.6,0.42,0.78,NA
4,8,8,NA,12,6,18,12,6,18,12,6,18,0.6,0.3,0.9,NA
4,9,9,NA,8,6.4,9.6,8,6.4,9.6,8,6.4,9.6,0.2,0.12,0.28,NA
4,10,10,NA,12,9.6,14.4,12,9.6,14.4,12,9.6,14.4,0.4,0.24,0.56,NA
4,11,11,NA,20,16,24,20,16,24,20,16,24,0.6,0.42,0.78,NA
4,12,12,NA,16,11.2,20.8,16,11.2,20.8,16,11.2,20.8,0.4,0.24,0.56,NA
4,13,13,NA,12,9.6,14.4,12,9.6,14.4,12,9.6,14.4,0.2,0.12,0.28,NA
4,14,14,NA,12,9.6,14.4,12,9.6,14.4,12,9.6,14.4,0.4,0.24,0.56,NA
4,15,15,NA,12,8.4,15.6,12,8.4,15.6,12,8.4,15.6,0.4,0.24,0.56,NA
4,16,16,NA,12,8.4,15.6,12,8.4,15.6,12,8.4,15.6,0.6,0.42,0.78,NA
4,17,17,NA,16,9.6,22.4,16,9.6,22.4,16,9.6,22.4,0.2,0.12,0.28,NA
